"Subfamily","Tribe","Genus","Species","Taxon","FL","GA","SpeciesGroup","Binomial","BinomialAuthority","Subspecies","Trinomial","TrinomialAuthority","Author","Year","ChangedComb","TypeLocalityCountry","Images","Text","Source","DBB_Notes","MPN_Notes","NCBI.ID","nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","GB"
"Myrmicinae","Attini","Strumigenys","ohioensis","Strumigenys ohioensis",1,1,"",NA,"Kennedy & Schramm, 1933","Kennedy & Schramm",1933,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys ohioensis",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","ornata","Strumigenys ornata",1,1,"",NA,"Mayr, 1887","Mayr",1887,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys ornata",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","pergandei","Strumigenys pergandei",0,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys pergandei",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","pilinasis","Strumigenys pilinasis",1,1,"",NA,"Forel, 1901","Forel",1901,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys pilinasis",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","pulchella","Strumigenys pulchella",1,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys pulchella",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","reflexa","Strumigenys reflexa",1,1,"",NA,"Wesson, L.G. & Wesson, R.G., 1939","Wesson, L.G. & Wesson, R.G.",1939,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys reflexa",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","rogeri","Strumigenys rogeri",1,0,"",NA,"Emery, 1890","Emery",1890,"","Antilles","Present","Present","http://www.antwiki.org/wiki/Strumigenys rogeri",NA,NA,NA,"",NA,443847,"KJ860225","KJ860037","KJ861312","KJ861925","KJ861496","KX054829","KJ860654","KJ859849","KJ861115","KJ860882","KJ861724","KJ860453",1
"Myrmicinae","Attini","Strumigenys","rostrata","Strumigenys rostrata",1,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys rostrata",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","silvestrii","Strumigenys silvestrii",1,1,"",NA,"Emery, 1906","Emery",1906,"","Argentina","Present","Present","http://www.antwiki.org/wiki/Strumigenys silvestrii",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","talpa","Strumigenys talpa",1,1,"",NA,"Weber, 1934","Weber",1934,"","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys talpa",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Strumigenys","wrayi","Strumigenys wrayi",1,1,"",NA,"(Brown, 1950)","Brown",1950,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Strumigenys wrayi",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Attini","Trachymyrmex","jamaicensis","Trachymyrmex jamaicensis",1,0,"",NA,"(Andr√©, 1893)","Andr√©",1893,"Yes","Jamaica","Present","Present","http://www.antwiki.org/wiki/Trachymyrmex jamaicensis",NA,NA,NA,"","Dropped EF1aF1 because taxxon not grouping with other Trachymyrmex and it might be that the addition of this EF1aF1 threw things off MK600369",369245,"DQ353448","DQ353622","DQ352968","DQ353036","DQ353224","DQ353390",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Attini","Trachymyrmex","septentrionalis","Trachymyrmex septentrionalis",1,1,"",NA,"(McCook, 1881)","McCook",1881,"Yes","United States","Present","","http://www.antwiki.org/wiki/Trachymyrmex septentrionalis",NA,NA,NA,"","dropped manually replaced accession EU204337 as was not aligning well",34720,NA,NA,NA,"EU204184",NA,"EU561595",NA,NA,NA,NA,"KY828551",NA,1
"Myrmicinae","Attini","Wasmannia","auropunctata","Wasmannia auropunctata",1,0,"",NA,"(Roger, 1863)","Roger",1863,"Yes","Cuba","Present","Present","http://www.antwiki.org/wiki/Wasmannia auropunctata",NA,NA,NA,"","dropped EF1aF1 - was not aligning well EU204316",64793,"EF012950","EF013078","EF013206","EU204163","EF013658","KX585772",NA,"EU204558","KJ861138","KJ860907","KJ861749","KJ860478",1
"Myrmicinae","Crematogastrini","Cardiocondyla","emeryi","Cardiocondyla emeryi",1,0,"",NA,"Forel, 1881","Forel",1881,"","Australia","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla emeryi",NA,NA,NA,"",NA,329303,NA,NA,NA,NA,"FN985485","KX051824","FN984925","FN984973",NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Cardiocondyla","mauritanica","Cardiocondyla mauritanica",1,0,"nuda",NA,"Forel, 1890","Forel",1890,"","Tunisia","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla mauritanica",NA,NA,NA,"",NA,314138,"EF012849","EF012977","EF013105","EF013685","EF013557","KY836376","EF013239","EF013401","KJ860943","KJ860703","KJ861545","KJ860274",1
"Myrmicinae","Crematogastrini","Cardiocondyla","minutior","Cardiocondyla minutior",1,0,"",NA,"Forel, 1899","Forel",1899,"","Hawaii but its natural range is Indomalayan region","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla minutior",NA,NA,NA,"",NA,329306,NA,NA,NA,NA,"FN985497","KX051833","FN984929","FN984977",NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Cardiocondyla","nuda","Cardiocondyla nuda",0,1,"nuda",NA,"(Mayr, 1866)","Mayr",1866,"Yes","Fiji","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla nuda",NA,NA,NA,"",NA,606313,NA,NA,NA,NA,"FN985519",NA,"FN984961","FN985012",NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Cardiocondyla","obscurior","Cardiocondyla obscurior",1,0,"",NA,"Wheeler, W.M., 1929","Wheeler, W.M.",1929,"","Taiwan","Present","","http://www.antwiki.org/wiki/Cardiocondyla obscurior",NA,NA,NA,"",NA,286306,"DQ353426","DQ353582","DQ352870","DQ353021","DQ353254","DQ353316","FN984958","FN985009",NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Cardiocondyla","venustula","Cardiocondyla venustula",1,1,"",NA,"Wheeler, W.M., 1908","Wheeler, W.M.",1908,"","Puerto Rico","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla venustula",NA,NA,NA,"",NA,606333,NA,NA,NA,NA,"FN985515",NA,"FN984935","FN984983",NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Cardiocondyla","wroughtonii","Cardiocondyla wroughtonii",1,1,"",NA,"(Forel, 1890)","Forel",1890,"Yes","India","Present","Present","http://www.antwiki.org/wiki/Cardiocondyla wroughtonii",NA,NA,NA,"",NA,329301,NA,NA,NA,NA,NA,"KU985554",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Crematogaster","ashmeadi","Crematogaster ashmeadi",1,1,"",NA,"Mayr, 1886","Mayr",1886,"","United States","Present","","http://www.antwiki.org/wiki/Crematogaster ashmeadi",NA,NA,NA,"common species in litter, would be great to have",NA,NA,NA,NA,NA,NA,NA,"Manual",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Crematogaster","cerasi","Crematogaster cerasi",1,1,"",NA,"(Fitch, 1855)","Fitch",1855,"Yes","United States","Present","","http://www.antwiki.org/wiki/Crematogaster cerasi",NA,NA,NA,"","dropped because little sequence data (COI) and was coming out in strange place likely due to limited sesquence data KR882447",29041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Crematogaster","laeviuscula","Crematogaster laeviuscula",1,1,"",NA,"Mayr, 1870","Mayr",1870,"","Mexico","Present","","http://www.antwiki.org/wiki/Crematogaster laeviuscula",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,"MG343520",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Crematogaster","lineolata","Crematogaster lineolata",1,1,"",NA,"(Say, 1836)","Say",1836,"Yes","Unites States","Present","","http://www.antwiki.org/wiki/Crematogaster lineolata",NA,NA,NA,"",NA,195111,NA,NA,NA,"AY101370","JQ326694","KP252162",NA,NA,"JQ326464","JQ326579","JQ326809",NA,1
"Myrmicinae","Crematogastrini","Crematogaster","minutissima","Crematogaster minutissima",1,1,"",NA,"Mayr, 1870","Mayr",1870,"","United States","Present","Present","http://www.antwiki.org/wiki/Crematogaster minutissima",NA,NA,NA,"",NA,254727,NA,NA,NA,NA,NA,"AY443981",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Crematogaster","missouriensis","Crematogaster missouriensis",1,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","","http://www.antwiki.org/wiki/Crematogaster missouriensis",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Crematogaster","obscurata","Crematogaster obscurata",1,0,"",NA,"Emery, 1895","Emery",1895,"","Venezuela","Present","Present","http://www.antwiki.org/wiki/Crematogaster obscurata",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Crematogaster","pilosa","Crematogaster pilosa",1,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","","http://www.antwiki.org/wiki/Crematogaster pilosa",NA,NA,NA,"",NA,1201998,NA,NA,NA,"JQ326361","JQ326715",NA,NA,NA,NA,"JQ326600","JQ326830",NA,1
"Myrmicinae","Crematogastrini","Crematogaster","pinicola","Crematogaster pinicola",1,1,"",NA,"Deyrup & Cover, 2007","Deyrup & Cover",2007,"","United States","Present","Present","http://www.antwiki.org/wiki/Crematogaster pinicola",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Crematogaster","vermiculata","Crematogaster vermiculata",1,0,"",NA,"Emery, 1895","Emery",1895,"","Mexico","Present","","http://www.antwiki.org/wiki/Crematogaster vermiculata",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Myrmecina","americana","Myrmecina americana",1,1,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","","http://www.antwiki.org/wiki/Myrmecina americana",NA,NA,NA,"",NA,357227,"KJ860153","KJ859965","KJ861240","KJ861853","KJ861425","DQ249340","KJ860582","KJ859777","KJ861029","KJ860792","KJ861634","KJ860363",1
"Myrmicinae","Crematogastrini","Myrmecina","cooperi","Myrmecina cooperi",0,1,"",NA,"Deyrup, 2015","Deyrup",2015,"","United States","Present","Present","http://www.antwiki.org/wiki/Myrmecina cooperi",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Temnothorax","allardycei","Temnothorax allardycei",1,0,"",NA,"(Mann, 1920)","Mann",1920,"Yes","Bahamas","Present","Present","http://www.antwiki.org/wiki/Temnothorax allardycei",NA,NA,NA,"",NA,628180,NA,"MF427441","MF427332","MF427005","MF427114",NA,NA,"MF427223","MF436476","MF436367","MF436258",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","americanus","Temnothorax americanus",0,1,"",NA,"(Emery, 1895)","Emery",1895,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax americanus",NA,NA,NA,"",NA,1964332,NA,"MF427443","MF427334","MF427007","MF427116",NA,NA,"MF427225","MF436478","MF436369","MF436260",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","bradleyi","Temnothorax bradleyi",1,1,"",NA,"(Wheeler, W.M., 1913)","Wheeler, W.M.",1913,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax bradleyi",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Temnothorax","curvispinosus","Temnothorax curvispinosus",1,1,"",NA,"(Mayr, 1866)","Mayr",1866,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax curvispinosus",NA,NA,NA,"","dropped COI AY757258 because aligned strangely and was throwing off position",300111,NA,"MF427465","MF427356","MF427029","MF427138",NA,NA,"MF427247","MF436500","MF436391","MF436282",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","longispinosus","Temnothorax longispinosus",0,1,"",NA,"(Roger, 1863)","Roger",1863,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax longispinosus",NA,NA,NA,"","dropped COI AY757235 because aligned strangely and was throwing off position",300112,NA,"MF427484","MF427375","MF427048","MF427157",NA,NA,"MF427266","MF436519","MF436410","MF436301",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","palustris","Temnothorax palustris",1,0,"",NA,"(Deyrup & Cover, 2004)","Deyrup & Cover",2004,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax palustris",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Temnothorax","pergandei","Temnothorax pergandei",1,1,"",NA,"(Emery, 1895)","Emery",1895,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax pergandei",NA,NA,NA,"",NA,628405,NA,"MF427502","MF427393","MF427066","MF427175",NA,NA,"MF427284","MF436537","MF436428","MF436319",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","schaumii","Temnothorax schaumii",1,1,"",NA,"(Roger, 1863)","Roger",1863,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax schaumii",NA,NA,NA,"",NA,628444,NA,"MF427514","MF427405","MF427078","MF427187",NA,NA,"MF427296","MF436549","MF436440","MF436331",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","smithi","Temnothorax smithi",1,1,"",NA,"(Baroni Urbani, 1978)","Baroni Urbani",1978,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax smithi",NA,NA,NA,"",NA,628458,NA,"MF427517","MF427408","MF427081","MF427190",NA,NA,"MF427299","MF436552","MF436443","MF436334",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","texanus","Temnothorax texanus",1,1,"",NA,"(Wheeler, W.M., 1903)","Wheeler, W.M.",1903,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax texanus",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Temnothorax","torrei","Temnothorax torrei",1,0,"",NA,"(Aguayo, 1931)","Aguayo",1931,"Yes","Cuba","Present","Present","http://www.antwiki.org/wiki/Temnothorax torrei",NA,NA,NA,"",NA,628488,NA,"MF427525","MF427416","MF427089","MF427198",NA,NA,"MF427307","MF436559","MF436451","MF436342",NA,1
"Myrmicinae","Crematogastrini","Temnothorax","tuscaloosae","Temnothorax tuscaloosae",0,1,"",NA,"(Wilson, 1951)","Wilson",1951,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Temnothorax tuscaloosae",NA,NA,NA,"",NA,628496,NA,"MF427528","MF427419","MF427092","MF427201",NA,NA,"MF427310","MF436562","MF436454","MF436345",NA,1
"Myrmicinae","Crematogastrini","Tetramorium","bicarinatum","Tetramorium bicarinatum",1,1,"bicarinatum",NA,"(Nylander, 1846)","Nylander",1846,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Tetramorium bicarinatum",NA,NA,NA,"",NA,219812,NA,"EU490480",NA,NA,NA,"AY909379",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Tetramorium","caldarium","Tetramorium caldarium",1,0,"simillimum",NA,"(Roger, 1857)","Roger",1857,"Yes","Poland","Present","Present","http://www.antwiki.org/wiki/Tetramorium caldarium",NA,NA,NA,"",NA,628592,NA,NA,NA,"KM579369","KM597419","KC921199",NA,NA,NA,NA,"KM579090",NA,1
"Myrmicinae","Crematogastrini","Tetramorium","immigrans","Tetramorium immigrans",0,1,"",NA,"Santschi, 1927","Santschi",1927,"","Chile","","","http://www.antwiki.org/wiki/Tetramorium immigrans",NA,NA,NA,"",NA,2164160,NA,NA,NA,NA,NA,"MF134291",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Tetramorium","lanuginosum","Tetramorium lanuginosum",1,1,"obesum",NA,"Mayr, 1870","Mayr",1870,"","Australia","Present","Present","http://www.antwiki.org/wiki/Tetramorium lanuginosum",NA,NA,NA,"","Dropped because little sequence data (nuLSU and COI) and not grouping w rest of Tetramorium EU490477 GU709681",443852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Crematogastrini","Tetramorium","simillimum","Tetramorium simillimum",1,1,"simillimum",NA,"(Smith, F., 1851)","Smith, F.",1851,"Yes","United Kingdom of Great Britain and Northern Ireland","Present","Present","http://www.antwiki.org/wiki/Tetramorium simillimum",NA,NA,NA,"",NA,443853,NA,"EU490468",NA,"KM579390","KM597440","DQ176172",NA,NA,NA,NA,"KM579111",NA,1
"Myrmicinae","Crematogastrini","Tetramorium","tsushimae","Tetramorium tsushimae",0,1,"",NA,"Emery, 1925","Emery",1925,"","Japan","Present","","http://www.antwiki.org/wiki/Tetramorium tsushimae",NA,NA,NA,"",NA,291737,NA,NA,NA,NA,NA,"AY641700",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Crematogastrini","Trichomyrmex","destructor","Trichomyrmex destructor",1,0,"destructor",NA,"(Jerdon, 1851)","Jerdon",1851,"Yes","India","Present","Present","http://www.antwiki.org/wiki/Trichomyrmex destructor",NA,NA,NA,"",NA,369170,"KJ860138","KJ859950","DQ352921","KJ847542","KJ861410","DQ353305","KJ860567","KJ847514","KJ861013","KJ860776","KJ861618","KJ860347",1
"Myrmicinae","Crematogastrini","Xenomyrmex","floridanus","Xenomyrmex floridanus",1,0,"",NA,"Emery, 1895","Emery",1895,"","United States","Present","Present","http://www.antwiki.org/wiki/Xenomyrmex floridanus",NA,NA,NA,"",NA,369252,"EF012951","EF013079","DQ352904","DQ353005","EF013659","DQ353320","EF013369","EF013531","KJ861139","KJ860908","KJ861750","KJ860479",1
"Myrmicinae","Myrmicini","Myrmica","americana","Myrmica americana",0,1,"",NA,"Weber, 1939","Weber",1939,"","United States","Present","","http://www.antwiki.org/wiki/Myrmica americana",NA,NA,NA,"",NA,195148,"FJ824204","FJ824294","FJ824364","AY101371","GU109379","GQ255125",NA,NA,"GQ254935",NA,NA,NA,1
"Myrmicinae","Myrmicini","Myrmica","latifrons","Myrmica latifrons",0,1,"",NA,"St√§rcke, 1927","St√§rcke",1927,"","United States","Present","","http://www.antwiki.org/wiki/Myrmica latifrons",NA,NA,NA,"",NA,612819,NA,NA,NA,NA,"KJ920613",NA,NA,"KJ920576",NA,NA,NA,NA,1
"Myrmicinae","Myrmicini","Myrmica","pinetorum","Myrmica pinetorum",0,1,"",NA,"Wheeler, W.M., 1905","Wheeler, W.M.",1905,"","United States","Present","Present","http://www.antwiki.org/wiki/Myrmica pinetorum",NA,NA,NA,"common species in litter, would be great to have",NA,NA,NA,NA,NA,NA,NA,"Manual",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Myrmicini","Myrmica","punctiventris","Myrmica punctiventris",1,1,"",NA,"Roger, 1863","Roger",1863,"","United States","Present","Present","http://www.antwiki.org/wiki/Myrmica punctiventris",NA,NA,NA,"",NA,68986,NA,"GQ255253",NA,NA,"GU109423","GQ255168",NA,NA,"GQ254979",NA,NA,NA,1
"Myrmicinae","Myrmicini","Myrmica","spatulata","Myrmica spatulata",0,1,"",NA,"Smith, M.R., 1930","Smith, M.R.",1930,"","United States","Present","","http://www.antwiki.org/wiki/Myrmica spatulata",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Pogonomyrmecini","Pogonomyrmex","badius","Pogonomyrmex badius",1,1,"californicus",NA,"(Latreille, 1802)","Latreille",1802,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Pogonomyrmex badius",NA,NA,NA,"",NA,269696,"FJ824225","FJ824314","FJ824363","KU318947","KU318896","FJ824448","KU318801","AY651892","FJ824374","KU318716",NA,NA,1
"Myrmicinae","Solenopsidini","Monomorium","ebeninum","Monomorium ebeninum",1,0,"",NA,"Forel, 1891","Forel",1891,"","Antilles","Present","Present","http://www.antwiki.org/wiki/Monomorium ebeninum",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Solenopsidini","Monomorium","floricola","Monomorium floricola",1,0,"",NA,"(Jerdon, 1851)","Jerdon",1851,"Yes","India","Present","Present","http://www.antwiki.org/wiki/Monomorium floricola",NA,NA,NA,"",NA,612295,NA,NA,NA,"KM579229",NA,"KJ847481",NA,"KJ847516",NA,NA,"KM578950",NA,1
"Myrmicinae","Solenopsidini","Monomorium","minimum","Monomorium minimum",0,1,"",NA,"(Buckley, 1867)","Buckley",1867,"Yes","United States","Present","Present","http://www.antwiki.org/wiki/Monomorium minimum",NA,NA,NA,"",NA,612392,NA,NA,NA,NA,NA,"KX687942",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Solenopsidini","Monomorium","pharaonis","Monomorium pharaonis",1,1,"",NA,"(Linnaeus, 1758)","Linnaeus",1758,"Yes","Egypt","Present","Present","http://www.antwiki.org/wiki/Monomorium pharaonis",NA,NA,NA,"Dropped EF1aF1 because was not aligning well EU204326",NA,307658,"KJ860147","KJ859959","AY850637","MG458936","KJ861419","KJ847499",NA,"EU204568","KJ861023","KJ860786","KJ861628","KJ860357",1
"Myrmicinae","Solenopsidini","Monomorium","trageri","Monomorium trageri",1,0,"",NA,"DuBois, 1986","DuBois",1986,"","United States","Present","Present","http://www.antwiki.org/wiki/Monomorium trageri",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Solenopsidini","Monomorium","viridum","Monomorium viridum",1,1,"",NA,"Brown, 1943","Brown",1943,"","United States","Present","Present","http://www.antwiki.org/wiki/Monomorium viridum",NA,NA,NA,"",NA,2021447,NA,NA,NA,NA,NA,"KY500952",NA,NA,NA,NA,NA,NA,1
"Myrmicinae","Solenopsidini","Solenopsis","abdita","Solenopsis abdita",1,1,"",NA,"Thompson, 1989","Thompson",1989,"","United States","Present","Present","http://www.antwiki.org/wiki/Solenopsis abdita",NA,NA,NA,"not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Myrmicinae","Solenopsidini","Solenopsis","carolinensis","Solenopsis carolinensis",1,1,"",NA,"Forel, 1901","Forel",1901,"","United States","Present","Present","http://www.antwiki.org/wiki/Solenopsis carolinensis",NA,NA,NA,"",NA,332062,"DQ067097",NA,NA,NA,NA,"HM179645",NA,NA,NA,NA,NA,NA,1
